Iy;PF;e;dIf;If;sqrt_sum;squared_sum
5,2;0,65;0,35;0,68;1,86;2,9563490998188966;76,3876
5,2;0,67;0,33;0,66;1,84;2,9495762407505253;75,69000000000001
5,2;0,69;0,31;0,68;1,86;2,9563490998188966;76,3876
5,2;0,71;0,29;0,59;1,77;2,925747767665559;73,2736
5,2;0,73;0,27;0,6;1,78;2,9291637031753615;73,61639999999997
5,2;0,75;0,25;0,62;1,8;2,93598365118064;74,30440000000002
5,2;0,77;0,23;0,52;1,7;2,9017236257093817;70,8964
5,2;0,79;0,21;0,54;1,72;2,9086079144497976;71,57160000000002
5,2;0,81;0,19;0,42;1,6;2,86705423736629;67,56840000000001
5,2;0,83;0,17;0,44;1,62;2,874021572639983;68,22760000000002
5,2;0,85;0,15;0,46;1,64;2,8809720581775866;68,89000000000001
5,2;0,87;0,13;0,32;1,5;2,831960451701259;64,32039999999999
5,2;0,89;0,11;0,33;1,51;2,8354893757515653;64,64160000000001
5,2;0,91;0,09;0,19;1,37;2,785677655436824;60,21760000000001
5,2;0,93;0,07;0,2;1,38;2,7892651361962706;60,528400000000005
5,2;0,95;0,05;0,22;1,4;2,7964262908219126;61,15240000000001
5,2;0,97;0,03;0,22;1,4;2,7964262908219126;61,15240000000001
5,2;0,99;0,01;0,22;1,4;2,7964262908219126;61,15240000000001
5,3;0,65;0,35;0,7;1,88;2,979932885150268;78,85439999999998
5,3;0,67;0,33;0,66;1,84;2,9664793948382653;77,44000000000001
5,3;0,69;0,31;0,67;1,85;2,9698484809834995;77,7924
5,3;0,71;0,29;0,58;1,76;2,939387691339814;74,6496
5,3;0,73;0,27;0,59;1,77;2,942787793912432;74,99559999999997
5,3;0,75;0,25;0,61;1,79;2,949576240750525;75,68999999999998
5,3;0,77;0,23;0,51;1,69;2,9154759474226504;72,25
5,3;0,79;0,21;0,53;1,71;2,9223278392404914;72,93159999999999
5,3;0,81;0,19;0,41;1,59;2,8809720581775866;68,89000000000001
5,3;0,83;0,17;0,42;1,6;2,8844410203711917;69,22240000000001
5,3;0,85;0,15;0,44;1,62;2,891366458960192;69,88959999999999
5,3;0,87;0,13;0,3;1,49;2,8442925306655784;65,4481
5,3;0,89;0,11;0,32;1,5;2,8495613697550017;65,93440000000001
5,3;0,91;0,09;0,18;1,36;2,8;61,465599999999995
5,3;0,93;0,07;0,18;1,36;2,8;61,465599999999995
5,3;0,95;0,05;0,2;1,38;2,80713376952364;62,0944
5,3;0,97;0,03;0,2;1,38;2,80713376952364;62,0944
5,3;0,99;0,01;0,2;1,38;2,80713376952364;62,0944
5,4;0,65;0,35;0,71;1,89;3,0;81,0
5,4;0,67;0,33;0,65;1,83;2,979932885150268;78,85440000000001
5,4;0,69;0,31;0,66;1,84;2,9832867780352594;79,21000000000001
5,4;0,71;0,29;0,57;1,75;2,95296461204668;76,03840000000001
5,4;0,73;0,27;0,58;1,76;2,9563490998188966;76,3876
5,4;0,75;0,25;0,59;1,77;2,9597297173897483;76,7376
5,4;0,77;0,23;0,5;1,68;2,929163703175362;73,6164
5,4;0,79;0,21;0,52;1,7;2,9359836511806394;74,30439999999999
5,4;0,81;0,19;0,4;1,58;2,8948229652260262;70,22440000000005
5,4;0,83;0,17;0,41;1,59;2,898275349237888;70,56
5,4;0,85;0,15;0,41;1,59;2,898275349237888;70,56
5,4;0,87;0,13;0,29;1,47;2,85657137141714;66,5856
5,4;0,89;0,11;0,3;1,48;2,8600699292150185;66,91239999999999
5,4;0,91;0,09;0,16;1,34;2,8106938645110393;62,410000000000004
5,4;0,93;0,07;0,17;1,34;2,812472222085047;62,5681
5,4;0,95;0,05;0,17;1,35;2,814249455894058;62,7264
5,4;0,97;0,03;0,17;1,35;2,814249455894058;62,7264
5,4;0,99;0,01;0,17;1,35;2,814249455894058;62,7264
5,5;0,65;0,35;0,73;1,91;3,023243291566195;83,53960000000001
5,5;0,67;0,33;0,63;1,81;2,9899832775452104;79,9236
5,5;0,69;0,31;0,64;1,82;2,993325909419153;80,28159999999998
5,5;0,71;0,29;0,55;1,73;2,9631064780058107;77,0884
5,5;0,73;0,27;0,56;1,75;2,968164415931166;77,6161
5,5;0,75;0,25;0,58;1,76;2,973213749463701;78,1456
5,5;0,77;0,23;0,47;1,65;2,9359836511806394;74,30439999999999
5,5;0,79;0,21;0,5;1,68;2,946183972531247;75,3424
5,5;0,81;0,19;0,37;1,55;2,901723625709382;70,89640000000003
5,5;0,83;0,17;0,38;1,56;2,90516780926679;71,2336
5,5;0,85;0,15;0,39;1,57;2,908607914449797;71,57159999999999
5,5;0,87;0,13;0,25;1,43;2,8600699292150185;66,91239999999999
5,5;0,89;0,11;0,27;1,45;2,86705423736629;67,56839999999998
5,5;0,91;0,09;0,12;1,3;2,814249455894058;62,7264
5,5;0,93;0,07;0,13;1,31;2,817800560721074;63,04359999999999
5,5;0,95;0,05;0,14;1,32;2,821347195933177;63,3616
5,5;0,97;0,03;0,14;1,32;2,821347195933177;63,3616
5,5;0,99;0,01;0,14;1,32;2,821347195933177;63,3616
5,6;0,65;0,35;0,74;1,92;3,043024810940588;85,74759999999999
5,6;0,67;0,33;0,73;1,91;3,0397368307141326;85,3776
5,6;0,69;0,31;0,74;1,92;3,0430248109405875;85,74759999999996
5,6;0,71;0,29;0,65;1,83;3,0133038346638727;82,4464
5,6;0,73;0,27;0,67;1,85;3,0199337741082997;83,17439999999999
5,6;0,75;0,25;0,71;1,89;3,03315017762062;84,63999999999999
5,6;0,77;0,23;0,58;1,76;2,9899832775452104;79,9236
5,6;0,79;0,21;0,61;1,79;3,0;81,0
5,6;0,81;0,19;0,49;1,67;2,9597297173897488;76,73760000000003
5,6;0,83;0,17;0,5;1,68;2,9631064780058107;77,0884
5,6;0,85;0,15;0,53;1,71;2,973213749463701;78,1456
5,6;0,87;0,13;0,38;1,56;2,9223278392404914;72,93159999999999
5,6;0,89;0,11;0,4;1,57;2,9274562336608896;73,4449
5,6;0,91;0,09;0,25;1,43;2,8774989139876315;68,55839999999999
5,6;0,93;0,07;0,25;1,43;2,8774989139876315;68,55839999999999
5,6;0,95;0,05;0,28;1,46;2,8879058156387303;69,5556
5,6;0,97;0,03;0,28;1,46;2,8879058156387303;69,5556
5,6;0,99;0,01;0,28;1,46;2,8879058156387303;69,5556
5,7;0,65;0,35;0,74;1,92;3,059411708155671;87,60959999999999
5,7;0,67;0,33;0,72;1,9;3,0528675044947495;86,86240000000001
5,7;0,69;0,31;0,73;1,92;3,057776970284131;87,4225
5,7;0,71;0,29;0,64;1,82;3,026549190084311;83,9056
5,7;0,73;0,27;0,66;1,84;3,03315017762062;84,63999999999999
5,7;0,75;0,25;0,7;1,88;3,0463092423455636;86,11840000000002
5,7;0,77;0,23;0,57;1,75;3,0033314835362415;81,36040000000003
5,7;0,79;0,21;0,59;1,77;3,0099833886584824;82,0836
5,7;0,81;0,19;0,47;1,65;2,9698484809834995;77,7924
5,7;0,83;0,17;0,48;1,66;2,973213749463701;78,1456
5,7;0,85;0,15;0,51;1,69;2,9832867780352594;79,21000000000001
5,7;0,87;0,13;0,36;1,54;2,932575659723036;73,96000000000002
5,7;0,89;0,11;0,38;1,55;2,9376861643136762;74,47690000000001
5,7;0,91;0,09;0,23;1,41;2,8879058156387303;69,5556
5,7;0,93;0,07;0,23;1,41;2,8879058156387303;69,5556
5,7;0,95;0,05;0,25;1,43;2,894822965226026;70,22440000000002
5,7;0,97;0,03;0,25;1,43;2,894822965226026;70,22440000000002
5,7;0,99;0,01;0,25;1,43;2,894822965226026;70,22440000000002
5,8;0,65;0,35;0,75;1,93;3,0789608636681307;89,8704
5,8;0,67;0,33;0,71;1,89;3,0659419433511785;88,36000000000001
5,8;0,69;0,31;0,73;1,91;3,0724582991474434;89,11359999999999
5,8;0,71;0,29;0,63;1,81;3,0397368307141326;85,3776
5,8;0,73;0,27;0,65;1,83;3,046309242345563;86,1184
5,8;0,75;0,25;0,68;1,86;3,056141357987225;87,23559999999999
5,8;0,77;0,23;0,56;1,75;3,018277654557314;82,99210000000002
5,8;0,79;0,21;0,57;1,75;3,0199337741083;83,17440000000002
5,8;0,81;0,19;0,46;1,64;2,9832867780352594;79,21000000000001
5,8;0,83;0,17;0,47;1,65;2,986636904613616;79,5664
5,8;0,85;0,15;0,49;1,67;2,9933259094191533;80,28160000000001
5,8;0,87;0,13;0,35;1,53;2,946183972531247;75,3424
5,8;0,89;0,11;0,35;1,53;2,946183972531247;75,3424
5,8;0,91;0,09;0,21;1,39;2,898275349237888;70,56
5,8;0,93;0,07;0,21;1,39;2,898275349237888;70,56
5,8;0,95;0,05;0,22;1,4;2,9017236257093817;70,8964
5,8;0,97;0,03;0,22;1,4;2,9017236257093817;70,8964
5,8;0,99;0,01;0,22;1,4;2,9017236257093817;70,8964
5,9;0,65;0,35;0,76;1,94;3,0983866769659336;92,16
5,9;0,67;0,33;0,7;1,88;3,0789608636681307;89,8704
5,9;0,69;0,31;0,72;1,9;3,0854497241083023;90,6304
5,9;0,71;0,29;0,62;1,8;3,0528675044947495;86,86240000000001
5,9;0,73;0,27;0,64;1,82;3,059411708155671;87,60959999999999
5,9;0,75;0,25;0,67;1,85;3,069201850644561;88,7364
5,9;0,77;0,23;0,55;1,73;3,0298514815086235;84,27239999999999
5,9;0,79;0,21;0,56;1,74;3,0331501776206204;84,64000000000001
5,9;0,81;0,19;0,44;1,62;2,9933259094191533;80,28160000000001
5,9;0,83;0,17;0,45;1,63;2,9966648127543394;80,64040000000001
5,9;0,85;0,15;0,47;1,65;3,003331483536241;81,3604
5,9;0,87;0,13;0,33;1,51;2,9563490998188966;76,3876
5,9;0,89;0,11;0,33;1,51;2,9563490998188966;76,3876
5,9;0,91;0,09;0,18;1,36;2,90516780926679;71,2336
5,9;0,93;0,07;0,19;1,37;2,9086079144497976;71,57160000000002
5,9;0,95;0,05;0,19;1,37;2,9086079144497976;71,57160000000002
5,9;0,97;0,03;0,19;1,37;2,9086079144497976;71,57160000000002
5,9;0,99;0,01;0,19;1,37;2,9086079144497976;71,57160000000002
6,0;0,65;0,35;0,77;1,95;3,117691453623979;94,47839999999998
6,0;0,67;0,33;0,68;1,86;3,0886890422961;91,01159999999999
6,0;0,69;0,31;0,71;1,89;3,0983866769659336;92,16
6,0;0,71;0,29;0,59;1,77;3,059411708155671;87,60959999999999
6,0;0,73;0,27;0,62;1,8;3,069201850644561;88,7364
6,0;0,75;0,25;0,65;1,83;3,0789608636681307;89,8704
6,0;0,77;0,23;0,53;1,71;3,0397368307141326;85,3776
6,0;0,79;0,21;0,54;1,72;3,043024810940588;85,74759999999999
6,0;0,81;0,19;0,4;1,58;2,9966648127543394;80,64040000000001
6,0;0,83;0,17;0,42;1,6;3,003331483536241;81,3604
6,0;0,85;0,15;0,45;1,63;3,0133038346638727;82,4464
6,0;0,87;0,13;0,29;1,47;2,9597297173897483;76,7376
6,0;0,89;0,11;0,3;1,48;2,9631064780058107;77,0884
6,0;0,91;0,09;0,14;1,32;2,908607914449797;71,57159999999999
6,0;0,93;0,07;0,15;1,33;2,9120439557122073;71,91040000000001
6,0;0,95;0,05;0,16;1,34;2,9154759474226504;72,25
6,0;0,97;0,03;0,16;1,34;2,9154759474226504;72,25
6,0;0,99;0,01;0,16;1,34;2,9154759474226504;72,25
